90 901  5.478279427438369209e-02 0 0 4.155056e-01 3.685925e-02 9.929422e-01 5.381291e-01 5.781130e-01 1.723002e-01 1.015148e+00 9.411997e-01 1.041678e-01 
91 911  5.373034331134205616e-02 0 0 4.065916e-01 2.801322e-02 9.851858e-01 5.592609e-01 5.625358e-01 1.784510e-01 1.000341e+00 9.662056e-01 1.074608e-01 
92 921  5.346017712773105945e-02 0 0 4.115038e-01 3.346235e-02 9.823553e-01 5.946864e-01 5.870037e-01 2.109154e-01 1.007933e+00 1.002032e+00 1.035651e-01 
93 931  5.211473401265026562e-02 0 0 4.399137e-01 -1.081982e-03 9.576192e-01 6.146282e-01 5.645133e-01 2.533401e-01 1.002412e+00 1.016201e+00 1.079259e-01 
94 941  5.282422502012273924e-02 0 0 4.010928e-01 -1.010763e-01 1.024259e+00 5.806198e-01 6.335261e-01 2.016957e-01 1.021098e+00 9.753984e-01 1.101416e-01 
95 951  5.202221431412889369e-02 0 0 4.277160e-01 -4.224721e-02 9.686012e-01 5.984336e-01 5.869486e-01 2.154446e-01 9.985056e-01 1.015369e+00 1.078343e-01 
96 961  5.124709600341469107e-02 0 0 4.410985e-01 -5.954136e-02 9.785494e-01 6.210253e-01 6.122319e-01 1.834566e-01 1.009301e+00 1.012105e+00 1.105299e-01 
97 971  5.272366771258363283e-02 0 0 4.367330e-01 8.403394e-03 9.649665e-01 6.329247e-01 6.028523e-01 1.866808e-01 9.961190e-01 1.008670e+00 1.170507e-01 
98 981  5.153084682369330621e-02 0 0 4.286007e-01 -8.765983e-02 9.766604e-01 6.040421e-01 5.966182e-01 1.680515e-01 1.006661e+00 9.878041e-01 1.122674e-01 
99 991  5.179951761978328351e-02 0 0 4.258596e-01 -9.705490e-03 9.740206e-01 5.976720e-01 5.946521e-01 1.687222e-01 1.020495e+00 1.007197e+00 1.079947e-01 
100 1001  5.252788148170538240e-02 0 0 4.170086e-01 2.990061e-02 9.831036e-01 5.922242e-01 5.760526e-01 1.791598e-01 1.010196e+00 9.974388e-01 1.076823e-01 
101 1011  5.120282483459184103e-02 0 0 4.277963e-01 4.041074e-03 1.006994e+00 6.224198e-01 5.982031e-01 1.975079e-01 1.011572e+00 9.987663e-01 1.105581e-01 
102 1021  5.052758144110460620e-02 0 0 4.315037e-01 -5.265769e-02 1.030198e+00 6.512184e-01 5.919756e-01 1.687993e-01 1.027451e+00 1.007855e+00 1.119546e-01 
103 1031  5.095800413370035753e-02 0 0 4.328651e-01 -4.947783e-02 1.010150e+00 6.418777e-01 6.013410e-01 2.140364e-01 1.031833e+00 9.981781e-01 1.108978e-01 
104 1041  5.119164519665690000e-02 0 0 4.283519e-01 -1.041732e-02 9.999899e-01 6.676510e-01 5.962718e-01 1.682474e-01 1.027776e+00 1.014568e+00 1.157656e-01 
105 1051  5.083102169436742868e-02 0 0 4.441282e-01 -2.328737e-03 9.656149e-01 6.811386e-01 5.745911e-01 2.241350e-01 1.038255e+00 1.025007e+00 1.097835e-01 
106 1061  5.170180106009754362e-02 0 0 4.308444e-01 -3.791820e-02 9.925378e-01 6.656394e-01 5.965069e-01 1.681716e-01 1.020765e+00 1.012513e+00 1.045195e-01 
107 1071  5.093376328633507366e-02 0 0 4.203342e-01 1.365937e-03 9.806540e-01 6.406021e-01 5.902928e-01 1.403717e-01 1.020255e+00 1.003050e+00 1.112651e-01 
108 1081  5.018740612436531356e-02 0 0 4.320199e-01 -3.436454e-02 9.712843e-01 6.768815e-01 6.002524e-01 1.202639e-01 1.029284e+00 1.020650e+00 1.140499e-01 
109 1091  5.015416992949273123e-02 0 0 4.299074e-01 -3.922178e-02 9.652298e-01 6.908131e-01 5.822429e-01 1.186851e-01 1.004847e+00 9.998011e-01 1.141216e-01 
110 1101  5.073663856558385810e-02 0 0 4.056991e-01 3.934036e-03 9.788899e-01 6.903932e-01 5.682106e-01 1.389959e-01 9.982310e-01 1.037282e+00 1.065867e-01 
111 1111  5.078669380300040309e-02 0 0 4.319152e-01 -3.022536e-02 9.844050e-01 6.773476e-01 5.715409e-01 1.710758e-01 1.003890e+00 1.012076e+00 1.139924e-01 
112 1121  5.085274831661140693e-02 0 0 4.245838e-01 -7.227792e-03 9.749801e-01 6.505456e-01 5.856886e-01 1.539729e-01 1.013488e+00 1.001788e+00 1.116295e-01 
113 1131  5.058195353094534219e-02 0 0 4.055356e-01 -1.432920e-02 9.611598e-01 6.571507e-01 5.858231e-01 1.264415e-01 1.005645e+00 9.991208e-01 1.142600e-01 
114 1141  5.066418538898698198e-02 0 0 4.101173e-01 -1.318859e-02 9.667907e-01 6.631199e-01 5.782111e-01 1.406616e-01 1.001344e+00 9.980603e-01 1.100316e-01 
115 1151  5.046467411910014744e-02 0 0 4.154293e-01 -2.024261e-04 9.711050e-01 6.870101e-01 5.733160e-01 1.499339e-01 1.005655e+00 1.008933e+00 1.124079e-01 
116 1161  5.029556407507456556e-02 0 0 4.175435e-01 -1.862387e-02 9.782310e-01 6.894339e-01 5.815035e-01 1.442952e-01 1.001614e+00 1.004136e+00 1.138966e-01 
117 1171  5.020465616674765763e-02 0 0 4.160905e-01 -3.128257e-03 9.725922e-01 6.887329e-01 5.812326e-01 1.400433e-01 9.989222e-01 1.005157e+00 1.118891e-01 
118 1181  5.003548040887925707e-02 0 0 4.156268e-01 4.799332e-04 9.678623e-01 6.877978e-01 5.862349e-01 1.251328e-01 1.011351e+00 1.002422e+00 1.123924e-01 
119 1191  4.958016159100086390e-02 0 0 4.242427e-01 -2.778751e-02 9.656300e-01 7.184743e-01 6.024177e-01 1.279289e-01 1.008440e+00 1.002322e+00 1.133618e-01 
120 1201  4.946698237967830925e-02 0 0 4.136034e-01 -3.493686e-03 9.722532e-01 7.012805e-01 5.950463e-01 1.152683e-01 1.007196e+00 1.001878e+00 1.121015e-01 
121 1211  4.924789865244948162e-02 0 0 4.201259e-01 -1.934557e-02 9.740544e-01 7.097890e-01 6.047023e-01 1.025894e-01 1.014760e+00 1.004612e+00 1.142141e-01 
122 1221  4.901937910365626594e-02 0 0 3.988424e-01 -3.617691e-02 9.899453e-01 6.970988e-01 6.028610e-01 9.547164e-02 1.018104e+00 9.983786e-01 1.134460e-01 
123 1231  4.891284687353435884e-02 0 0 4.099114e-01 -4.174086e-02 1.006884e+00 7.175214e-01 6.196679e-01 8.029386e-02 1.009444e+00 9.979924e-01 1.162686e-01 
124 1241  4.860196043444565961e-02 0 0 4.121522e-01 -1.840660e-02 9.833693e-01 7.315949e-01 5.797261e-01 8.873653e-02 1.007473e+00 1.020640e+00 1.125319e-01 
125 1251  4.831484856118462012e-02 0 0 3.970602e-01 -2.230513e-02 1.005401e+00 7.123633e-01 5.954751e-01 6.560234e-02 1.006706e+00 9.930210e-01 1.117580e-01 
126 1261  4.813165740651641905e-02 0 0 3.964554e-01 -8.201851e-03 9.896508e-01 7.143135e-01 6.029666e-01 6.176426e-02 1.006421e+00 1.000034e+00 1.134966e-01 
127 1271  4.802484969942956428e-02 0 0 3.951757e-01 -2.159666e-03 9.844003e-01 7.333172e-01 5.873113e-01 5.473318e-02 1.011381e+00 9.924894e-01 1.115624e-01 
128 1281  4.828249914925249880e-02 0 0 3.959777e-01 -1.590252e-02 9.888312e-01 7.246867e-01 6.049345e-01 6.441944e-02 1.016129e+00 9.968852e-01 1.137088e-01 
129 1291  4.773573428371680194e-02 0 0 3.965993e-01 -2.122787e-02 9.935156e-01 7.242267e-01 6.037854e-01 5.281450e-02 1.009652e+00 1.000758e+00 1.122129e-01 
130 1301  4.738107884821059212e-02 0 0 3.828753e-01 -1.109124e-02 1.003230e+00 7.415558e-01 6.018124e-01 1.024664e-02 1.010152e+00 1.001199e+00 1.140587e-01 
131 1311  4.694628589612447056e-02 0 0 3.823044e-01 -3.045012e-02 1.010843e+00 7.595105e-01 6.162047e-01 5.919822e-03 1.016931e+00 1.004374e+00 1.130211e-01 
132 1321  4.753630157799353106e-02 0 0 3.741872e-01 -4.191925e-03 1.016130e+00 7.436147e-01 6.051123e-01 -2.254133e-04 1.004248e+00 9.922973e-01 1.095862e-01 
133 1331  4.704928395117476125e-02 0 0 3.835577e-01 5.176525e-03 1.021858e+00 7.579150e-01 6.093939e-01 8.224250e-03 1.013417e+00 9.998137e-01 1.131699e-01 
134 1341  4.748685499955348360e-02 0 0 3.826636e-01 1.577208e-02 1.007052e+00 7.545691e-01 6.012945e-01 -3.547301e-03 1.004592e+00 9.908047e-01 1.129477e-01 
135 1351  4.682330252908090129e-02 0 0 3.999269e-01 1.059259e-02 9.959330e-01 7.845263e-01 6.041887e-01 7.881506e-03 1.010634e+00 1.002560e+00 1.160790e-01 
136 1361  4.687930347548272675e-02 0 0 3.951788e-01 -5.593536e-03 1.003153e+00 7.644486e-01 6.114816e-01 1.102424e-02 1.009843e+00 1.001012e+00 1.153003e-01 
137 1371  4.680385577751901977e-02 0 0 3.870299e-01 -8.074647e-03 1.006326e+00 7.810775e-01 6.213222e-01 -9.525156e-04 1.010623e+00 9.953661e-01 1.141100e-01 
138 1381  4.648400156859387733e-02 0 0 3.954052e-01 -1.297421e-02 9.979626e-01 7.890124e-01 6.294759e-01 -3.224856e-02 9.991300e-01 1.004434e+00 1.149945e-01 
139 1391  4.675541167541084897e-02 0 0 3.900853e-01 5.594049e-03 9.931992e-01 7.775516e-01 6.045316e-01 -7.146741e-03 1.011023e+00 1.003788e+00 1.132446e-01 
140 1401  4.653511314399364635e-02 0 0 4.043253e-01 3.464586e-03 9.856935e-01 8.052698e-01 5.946292e-01 1.054962e-02 1.013975e+00 1.021459e+00 1.136298e-01 
141 1411  4.629590311500368649e-02 0 0 4.024072e-01 1.095136e-02 9.841016e-01 8.323386e-01 6.196306e-01 -1.422322e-02 1.007259e+00 1.005134e+00 1.139729e-01 
142 1421  4.625882530931594433e-02 0 0 4.103019e-01 -7.801354e-03 9.765959e-01 8.309175e-01 5.972984e-01 1.179248e-02 1.010545e+00 1.010250e+00 1.156824e-01 
143 1431  4.619943168893158453e-02 0 0 3.959773e-01 1.380863e-02 1.004187e+00 8.418776e-01 6.000189e-01 -1.254099e-02 1.012611e+00 1.012366e+00 1.134846e-01 
144 1441  4.577708035977288981e-02 0 0 3.979141e-01 -1.097760e-02 1.015578e+00 8.744665e-01 6.231942e-01 -2.559408e-02 1.010691e+00 9.988114e-01 1.148907e-01 
145 1451  4.549678948498078052e-02 0 0 4.076067e-01 -1.701950e-02 9.913260e-01 8.947380e-01 6.107067e-01 -1.594604e-02 1.013985e+00 1.016682e+00 1.134951e-01 
146 1461  4.543678331857542441e-02 0 0 4.152968e-01 -1.208157e-02 9.859173e-01 8.909069e-01 6.088715e-01 -1.867248e-02 1.010860e+00 1.007749e+00 1.162923e-01 
147 1471  4.506751242940153918e-02 0 0 4.239475e-01 -1.800077e-02 9.969806e-01 9.010562e-01 6.275804e-01 -5.350828e-02 1.008918e+00 1.000761e+00 1.170640e-01 
148 1481  4.519635974595816869e-02 0 0 4.193018e-01 -1.709869e-04 9.883742e-01 9.079615e-01 6.134108e-01 -1.713732e-02 1.002099e+00 1.001946e+00 1.164421e-01 
149 1491  4.507244378838823340e-02 0 0 4.173924e-01 -1.427738e-02 9.938923e-01 9.122688e-01 6.296991e-01 -1.489165e-02 1.010355e+00 1.014448e+00 1.167451e-01 
150 1501  4.498666766681727602e-02 0 0 4.297522e-01 5.794749e-05 9.874756e-01 9.402525e-01 6.195836e-01 1.450699e-02 1.000290e+00 1.014637e+00 1.161352e-01 
151 1511  4.465792042923699690e-02 0 0 4.188840e-01 2.575459e-03 9.959560e-01 9.616365e-01 6.319040e-01 -1.057582e-02 9.967302e-01 1.011319e+00 1.152903e-01 
152 1521  4.478002132130919077e-02 0 0 4.126181e-01 3.890660e-03 1.004304e+00 9.818644e-01 6.257771e-01 -3.828987e-04 9.944743e-01 1.000805e+00 1.148537e-01 
153 1531  4.513669438981874477e-02 0 0 4.112013e-01 -3.198268e-02 1.004244e+00 9.357957e-01 6.144481e-01 1.456448e-02 1.000271e+00 9.979105e-01 1.143555e-01 
154 1541  4.504149144254413623e-02 0 0 4.081086e-01 2.919446e-03 9.927858e-01 9.881246e-01 6.043838e-01 -1.553091e-02 1.005283e+00 1.009182e+00 1.142131e-01 
155 1551  4.504889593692527200e-02 0 0 4.282123e-01 -8.186769e-03 9.631039e-01 9.630058e-01 5.718897e-01 -1.264481e-02 1.001552e+00 1.023262e+00 1.143998e-01 
156 1561  4.457688426257080949e-02 0 0 4.277122e-01 -8.789518e-03 9.991613e-01 9.918256e-01 5.764772e-01 1.674139e-02 1.004990e+00 1.005772e+00 1.144724e-01 
157 1571  4.450000992280699064e-02 0 0 4.355546e-01 -1.282288e-02 1.001323e+00 1.054092e+00 5.883148e-01 1.833235e-02 1.004408e+00 9.982491e-01 1.165777e-01 
158 1581  4.495069738484438332e-02 0 0 4.324641e-01 -2.376690e-02 9.773863e-01 1.049981e+00 5.647774e-01 3.769702e-02 1.000936e+00 1.014600e+00 1.112662e-01 
159 1591  4.438552261969262031e-02 0 0 4.355085e-01 -2.478804e-02 9.784249e-01 1.017899e+00 5.994971e-01 4.410294e-03 1.008241e+00 1.021816e+00 1.166791e-01 
160 1601  4.452979376956360535e-02 0 0 4.401603e-01 -1.095017e-02 1.002804e+00 1.025397e+00 6.040217e-01 3.812148e-02 1.009048e+00 1.009395e+00 1.163525e-01 
161 1611  4.452586442730238625e-02 0 0 4.394960e-01 -1.414084e-02 1.001355e+00 1.073012e+00 5.933750e-01 -1.882942e-02 1.008252e+00 1.001687e+00 1.193179e-01 
162 1621  4.472707922689534571e-02 0 0 4.173358e-01 -1.373124e-02 1.004186e+00 9.913581e-01 5.845109e-01 1.159963e-02 1.016353e+00 1.000379e+00 1.138259e-01 
163 1631  4.486328707463606291e-02 0 0 4.429524e-01 -1.894897e-02 9.895199e-01 1.102276e+00 5.692626e-01 3.403816e-02 1.014531e+00 9.998543e-01 1.142015e-01 
164 1641  4.474963571193616568e-02 0 0 4.253676e-01 4.747296e-03 9.953046e-01 1.022161e+00 5.757786e-01 1.011239e-02 1.014514e+00 1.002523e+00 1.122027e-01 
165 1651  4.479252499178433544e-02 0 0 4.318535e-01 7.234497e-03 9.869224e-01 1.037141e+00 5.882250e-01 7.548928e-03 1.007299e+00 9.960764e-01 1.170876e-01 
166 1661  4.457946363629584213e-02 0 0 4.277311e-01 -1.982222e-03 9.974167e-01 9.984073e-01 5.832079e-01 2.253413e-02 1.006227e+00 1.001030e+00 1.152645e-01 
167 1671  4.465159128613676448e-02 0 0 4.322969e-01 -2.950504e-03 9.949971e-01 1.009976e+00 5.870836e-01 2.025867e-02 1.006128e+00 1.002683e+00 1.168697e-01 
168 1681  4.455334650692416992e-02 0 0 4.297124e-01 -2.607604e-03 1.000418e+00 1.017661e+00 5.817843e-01 2.388685e-02 1.002865e+00 1.001474e+00 1.156567e-01 
169 1691  4.458964808649863720e-02 0 0 4.255774e-01 2.339365e-03 1.001585e+00 1.005516e+00 5.855504e-01 1.643445e-02 1.003250e+00 1.001950e+00 1.135110e-01 
170 1701  4.448529349569716601e-02 0 0 4.305118e-01 -5.489893e-03 1.000942e+00 1.008169e+00 5.962344e-01 9.114349e-03 1.002192e+00 1.006896e+00 1.143494e-01 
171 1711  4.449284289819438465e-02 0 0 4.307756e-01 -3.039373e-04 1.013033e+00 1.011746e+00 5.875066e-01 2.506545e-02 9.993628e-01 1.001163e+00 1.148311e-01 
172 1721  4.446779993939763143e-02 0 0 4.314455e-01 -2.388338e-03 1.003904e+00 1.011610e+00 5.930278e-01 2.138990e-02 9.973089e-01 1.000921e+00 1.156913e-01 
173 1731  4.440204596472865917e-02 0 0 4.399633e-01 8.399058e-03 1.001777e+00 1.017198e+00 6.015340e-01 -3.951717e-03 9.996671e-01 1.004605e+00 1.187437e-01 
174 1741  4.442360168525587294e-02 0 0 4.378629e-01 3.890389e-03 1.000630e+00 1.024316e+00 5.967095e-01 9.448122e-03 1.004121e+00 1.002310e+00 1.164931e-01 
175 1751  4.429801601759104229e-02 0 0 4.339491e-01 2.097055e-03 9.988883e-01 1.010831e+00 5.994285e-01 4.607319e-03 1.001679e+00 9.998177e-01 1.164392e-01 
176 1761  4.423842788283925687e-02 0 0 4.332702e-01 -1.640152e-03 1.001513e+00 1.009751e+00 6.032072e-01 1.895570e-03 1.002282e+00 1.007602e+00 1.159985e-01 
177 1771  4.424783680751863402e-02 0 0 4.307084e-01 -5.248646e-03 1.009387e+00 1.000195e+00 5.979209e-01 -4.883381e-04 1.000695e+00 1.000525e+00 1.168228e-01 
178 1781  4.423898078754925217e-02 0 0 4.348907e-01 -1.505426e-03 1.004944e+00 1.003829e+00 6.080360e-01 7.857135e-03 1.000612e+00 1.002286e+00 1.165206e-01 
179 1791  4.425810247740133430e-02 0 0 4.336046e-01 -6.357525e-04 1.003020e+00 1.002339e+00 6.022519e-01 9.171134e-03 9.999728e-01 1.000605e+00 1.164815e-01 
180 1801  4.425340854028753795e-02 0 0 4.273283e-01 -7.403550e-04 1.002571e+00 1.003106e+00 6.013585e-01 5.094768e-04 1.000391e+00 9.984362e-01 1.160273e-01 
181 1811  4.424591854867816754e-02 0 0 4.282166e-01 -3.834725e-04 1.005957e+00 1.015458e+00 6.028644e-01 -4.571189e-03 1.002194e+00 9.977661e-01 1.158840e-01 
182 1821  4.430382041861367914e-02 0 0 4.260599e-01 2.623800e-03 1.000178e+00 1.007733e+00 6.032264e-01 -5.313382e-03 1.001525e+00 9.984186e-01 1.154403e-01 
183 1831  4.430626620184260206e-02 0 0 4.278446e-01 -4.050612e-04 1.000496e+00 1.004268e+00 5.980450e-01 5.891539e-04 9.993133e-01 9.983755e-01 1.151944e-01 
184 1841  4.422442977432614053e-02 0 0 4.277854e-01 -5.855288e-03 1.004515e+00 1.002857e+00 6.056065e-01 -2.717734e-03 9.983394e-01 1.003033e+00 1.161011e-01 
185 1851  4.422255863526010355e-02 0 0 4.282588e-01 -6.251234e-03 1.004343e+00 1.001519e+00 6.058003e-01 3.381530e-04 9.999583e-01 1.000035e+00 1.166212e-01 
186 1861  4.424960594982860207e-02 0 0 4.281805e-01 -5.021794e-03 1.007275e+00 1.005755e+00 6.054525e-01 5.286171e-04 1.000861e+00 1.003345e+00 1.167609e-01 
187 1871  4.421644785375603015e-02 0 0 4.311853e-01 -1.281673e-03 1.003980e+00 1.000007e+00 6.034990e-01 5.022857e-03 1.000560e+00 1.001399e+00 1.163100e-01 
188 1881  4.420482493677824198e-02 0 0 4.300273e-01 -7.787990e-03 1.008117e+00 1.001857e+00 6.061168e-01 4.254412e-03 1.001351e+00 1.000075e+00 1.158780e-01 
189 1891  4.422644126177412149e-02 0 0 4.295492e-01 -4.913787e-03 1.003652e+00 9.992816e-01 6.056747e-01 6.225193e-03 1.000309e+00 1.000232e+00 1.161395e-01 
190 1901  4.420995085706717204e-02 0 0 4.295663e-01 -4.201667e-03 1.003291e+00 1.000036e+00 6.049117e-01 4.739209e-03 1.002682e+00 1.000827e+00 1.158876e-01 
191 1911  4.423430787665912078e-02 0 0 4.286143e-01 -2.776384e-03 1.001256e+00 9.998701e-01 6.051202e-01 6.142329e-03 1.001633e+00 1.001360e+00 1.155761e-01 
192 1921  4.422212699019147097e-02 0 0 4.312059e-01 -2.470879e-03 1.000460e+00 1.002042e+00 6.024634e-01 5.191073e-03 1.000970e+00 1.001356e+00 1.158755e-01 
193 1931  4.421021084248555333e-02 0 0 4.308828e-01 -4.132696e-03 1.000851e+00 1.003291e+00 6.033317e-01 4.425206e-03 1.000877e+00 1.001325e+00 1.160891e-01 
194 1941  4.418593086616224436e-02 0 0 4.293892e-01 -5.358789e-03 1.000659e+00 1.002793e+00 6.052630e-01 3.759362e-04 1.000928e+00 1.001130e+00 1.160613e-01 
195 1951  4.419291475739166308e-02 0 0 4.304442e-01 -5.093156e-03 1.002967e+00 1.001930e+00 6.042283e-01 4.682856e-04 1.001991e+00 1.002355e+00 1.160631e-01 
196 1961  4.420013892617232626e-02 0 0 4.283360e-01 -2.322706e-03 1.002396e+00 1.001396e+00 6.013937e-01 -1.665285e-03 1.000896e+00 1.000212e+00 1.161233e-01 
197 1971  4.419300814146427669e-02 0 0 4.296503e-01 -3.505202e-03 1.001164e+00 1.001227e+00 6.041146e-01 3.452354e-04 1.001529e+00 9.997625e-01 1.161243e-01 
198 1981  4.419164194437429083e-02 0 0 4.304317e-01 -2.630235e-03 1.001858e+00 1.004777e+00 6.040050e-01 -1.829293e-03 1.002163e+00 1.000187e+00 1.164481e-01 
199 1991  4.418729158107038979e-02 0 0 4.290730e-01 -3.792071e-03 1.001751e+00 1.002017e+00 6.058438e-01 -2.626761e-03 1.000497e+00 1.000510e+00 1.163881e-01 
200 2001  4.418746823323219108e-02 0 0 4.294911e-01 -1.394643e-03 1.000659e+00 1.001986e+00 6.038933e-01 -7.839856e-04 1.001536e+00 1.000363e+00 1.162411e-01 
201 2011  4.418528643248843812e-02 0 0 4.297468e-01 -3.665373e-03 1.000808e+00 1.001094e+00 6.061663e-01 3.477607e-05 1.000501e+00 1.002365e+00 1.164275e-01 
202 2021  4.418336614140738750e-02 0 0 4.299674e-01 -2.032461e-03 1.001826e+00 1.003175e+00 6.058455e-01 -2.349752e-03 1.000907e+00 1.001396e+00 1.163918e-01 
203 2031  4.418760642233119512e-02 0 0 4.290529e-01 -5.716634e-04 1.000105e+00 1.001627e+00 6.042785e-01 -2.187183e-03 1.001310e+00 1.001385e+00 1.162570e-01 
204 2041  4.418520273335034554e-02 0 0 4.286067e-01 -1.312157e-03 1.002215e+00 1.001100e+00 6.065172e-01 -3.796674e-03 1.000902e+00 1.000707e+00 1.163299e-01 
205 2051  4.419059207376258014e-02 0 0 4.293595e-01 -6.608562e-04 1.001602e+00 1.000181e+00 6.040275e-01 6.651807e-04 1.001163e+00 1.001920e+00 1.161388e-01 
206 2061  4.419161449103974765e-02 0 0 4.290843e-01 -1.271496e-03 1.002318e+00 1.000001e+00 6.039138e-01 6.057091e-04 1.001253e+00 1.001511e+00 1.161832e-01 
207 2071  4.419124073732627611e-02 0 0 4.291203e-01 -7.132873e-04 1.000862e+00 1.000861e+00 6.038926e-01 -2.385670e-03 1.001060e+00 1.001247e+00 1.163167e-01 
208 2081  4.418955135293725633e-02 0 0 4.293738e-01 -9.658611e-04 1.001003e+00 1.000727e+00 6.034966e-01 -1.494469e-03 1.000527e+00 1.001929e+00 1.162440e-01 
209 2091  4.418457613356609193e-02 0 0 4.300401e-01 -1.802937e-03 1.000322e+00 1.001348e+00 6.046732e-01 -1.737604e-03 1.000491e+00 1.001456e+00 1.162179e-01 
210 2101  4.418756985735752818e-02 0 0 4.297866e-01 -2.108571e-03 1.000011e+00 1.000191e+00 6.039025e-01 -3.192845e-04 1.000383e+00 1.000466e+00 1.161864e-01 
211 2111  4.418746805732322314e-02 0 0 4.292872e-01 -9.751815e-04 1.000777e+00 1.001321e+00 6.037959e-01 -1.819304e-03 1.000898e+00 1.001147e+00 1.161853e-01 
212 2121  4.418931892391009947e-02 0 0 4.295553e-01 -8.813237e-04 1.000426e+00 9.997348e-01 6.041846e-01 -1.358911e-03 1.000241e+00 1.000537e+00 1.161143e-01 
213 2131  4.418649516269886751e-02 0 0 4.298619e-01 -5.769592e-04 1.000584e+00 1.000776e+00 6.046313e-01 -4.525770e-05 1.000930e+00 1.000451e+00 1.161111e-01 
214 2141  4.418364047743900819e-02 0 0 4.298017e-01 -2.090025e-03 1.001276e+00 1.002214e+00 6.052556e-01 -1.273594e-03 1.000276e+00 1.000575e+00 1.162599e-01 
215 2151  4.418520776086263396e-02 0 0 4.294343e-01 -1.311267e-03 1.001193e+00 1.001752e+00 6.048177e-01 -4.939095e-04 1.000771e+00 1.000068e+00 1.161426e-01 
216 2161  4.418309580919342616e-02 0 0 4.293158e-01 -9.422909e-04 1.000243e+00 1.001470e+00 6.058895e-01 -1.231581e-03 1.000258e+00 1.000261e+00 1.160816e-01 
217 2171  4.417962513079939924e-02 0 0 4.298317e-01 -1.067976e-03 1.000257e+00 1.001256e+00 6.065143e-01 -6.934913e-04 1.000388e+00 1.001177e+00 1.162832e-01 
218 2181  4.418191908553779218e-02 0 0 4.294569e-01 -6.265387e-04 1.000872e+00 1.000852e+00 6.061248e-01 -5.070105e-05 1.000274e+00 1.000479e+00 1.163337e-01 
219 2191  4.418047854416957965e-02 0 0 4.298005e-01 -8.149470e-04 1.001429e+00 1.001503e+00 6.066317e-01 -6.182236e-04 1.000585e+00 1.000775e+00 1.163783e-01 
220 2201  4.417953439199213267e-02 0 0 4.297758e-01 -1.461670e-03 1.000846e+00 1.000705e+00 6.084590e-01 1.301901e-04 9.998978e-01 1.000890e+00 1.164392e-01 
221 2211  4.417715877890970866e-02 0 0 4.301537e-01 -1.201344e-03 1.000238e+00 1.001007e+00 6.073941e-01 -2.418610e-04 1.000224e+00 1.000672e+00 1.163156e-01 
222 2221  4.417522868807195746e-02 0 0 4.299081e-01 -1.336487e-03 1.001726e+00 1.000769e+00 6.082324e-01 -2.112461e-03 1.000051e+00 1.000253e+00 1.163809e-01 
223 2231  4.417427098875259528e-02 0 0 4.300221e-01 -3.636642e-04 1.000772e+00 1.001007e+00 6.082748e-01 -2.739062e-04 1.000397e+00 1.001331e+00 1.162625e-01 
224 2241  4.417139852913401499e-02 0 0 4.292662e-01 -5.357700e-04 1.002257e+00 1.000977e+00 6.092844e-01 -8.964964e-04 1.000401e+00 1.001443e+00 1.161425e-01 
225 2251  4.416857818901140376e-02 0 0 4.301953e-01 -8.820922e-04 1.001382e+00 1.000142e+00 6.105179e-01 -2.186736e-04 9.999864e-01 1.001256e+00 1.163374e-01 
