119 1191 1.367269e-02 6.194951e+00  4.958016159100086390e-02  4.958016159100086390e-02  5.036263749906019771e-02  5.105168668335832022e-02
120 1201 1.433821e-02 6.197999e+00  4.946698237967830925e-02  4.946698237967830925e-02  5.017965662387308123e-02  5.040244109877058815e-02
121 1211 1.554255e-02 6.435489e+00  4.924789865244948162e-02  4.924789865244948162e-02  4.999484325045970567e-02  5.629953028088142963e-02
122 1221 1.675509e-02 6.637019e+00  4.901937910365626594e-02  4.901937910365626594e-02  4.962087799446737724e-02  5.320534915492518280e-02
123 1231 1.649370e-02 6.715197e+00  4.891284687353435884e-02  4.891284687353435884e-02  4.986543973303091820e-02  5.095988034066079031e-02
124 1241 1.563499e-02 6.803339e+00  4.860196043444565961e-02  4.860196043444565961e-02  4.989070537615871576e-02  5.122218125160495766e-02
125 1251 1.572684e-02 7.066923e+00  4.831484856118462012e-02  4.831484856118462012e-02  4.942854548233293482e-02  5.050732735023552578e-02
126 1261 1.710049e-02 7.598611e+00  4.813165740651641905e-02  4.813165740651641905e-02  4.918559389819289474e-02  5.065962554626147335e-02
127 1271 1.781613e-02 7.863603e+00  4.802484969942956428e-02  4.802484969942956428e-02  4.895896757195578042e-02  5.013171049821383424e-02
128 1281 1.776684e-02 8.055616e+00  4.802484969942956428e-02  4.828249914925249880e-02  4.864623490417831903e-02  5.009666596577817127e-02
129 1291 1.721937e-02 8.256823e+00  4.773573428371680194e-02  4.773573428371680194e-02  4.854903736582158458e-02  4.998655196596162725e-02
130 1301 1.791636e-02 8.855374e+00  4.738107884821059212e-02  4.738107884821059212e-02  4.855987438293453418e-02  4.953894833198066450e-02
131 1311 1.809104e-02 9.184434e+00  4.694628589612447056e-02  4.694628589612447056e-02  4.818837616793560097e-02  4.918975011921979806e-02
132 1321 1.944494e-02 9.578554e+00  4.694628589612447056e-02  4.753630157799353106e-02  4.854101269836307020e-02  5.298728368983665615e-02
133 1331 2.057665e-02 9.827002e+00  4.694628589612447056e-02  4.704928395117476125e-02  4.819931236374937200e-02  5.207053383689172477e-02
134 1341 1.871005e-02 9.926497e+00  4.694628589612447056e-02  4.748685499955348360e-02  4.832733834171704101e-02  5.251455625809246797e-02
135 1351 1.903123e-02 9.971946e+00  4.682330252908090129e-02  4.682330252908090129e-02  4.809031986003851206e-02  4.843703622821510235e-02
136 1361 1.889004e-02 1.002612e+01  4.682330252908090129e-02  4.687930347548272675e-02  4.834313160712889329e-02  5.072144215336021195e-02
137 1371 1.759930e-02 1.012483e+01  4.680385577751901977e-02  4.680385577751901977e-02  4.787909594944865510e-02  5.062058431573580874e-02
138 1381 1.649105e-02 1.016703e+01  4.648400156859387733e-02  4.648400156859387733e-02  4.738302196325060167e-02  5.016054708497484638e-02
139 1391 1.556397e-02 9.882761e+00  4.648400156859387733e-02  4.675541167541084897e-02  4.762681493986976877e-02  4.938363454616066794e-02
140 1401 1.500575e-02 9.961696e+00  4.648400156859387733e-02  4.653511314399364635e-02  4.736031559726428669e-02  4.780548885883000032e-02
141 1411 1.682116e-02 1.016723e+01  4.629590311500368649e-02  4.629590311500368649e-02  4.711996772048494819e-02  4.843693688091176008e-02
142 1421 1.854141e-02 1.032622e+01  4.625882530931594433e-02  4.625882530931594433e-02  4.680665581577374279e-02  4.820985475297884931e-02
143 1431 1.927985e-02 1.059412e+01  4.619943168893158453e-02  4.619943168893158453e-02  4.699467445108866659e-02  4.845646708434268868e-02
144 1441 1.959339e-02 1.079068e+01  4.577708035977288981e-02  4.577708035977288981e-02  4.635019525854089384e-02  4.762223394370760504e-02
145 1451 1.972535e-02 1.121067e+01  4.549678948498078052e-02  4.549678948498078052e-02  4.684820032820067454e-02  4.801034410826984095e-02
146 1461 1.986695e-02 1.161918e+01  4.543678331857542441e-02  4.543678331857542441e-02  4.614100306582044619e-02  4.710417426848687028e-02
147 1471 1.772149e-02 1.172998e+01  4.506751242940153918e-02  4.506751242940153918e-02  4.591140851295399949e-02  4.676144252104173088e-02
148 1481 1.868320e-02 1.238865e+01  4.506751242940153918e-02  4.519635974595816869e-02  4.579998399378683999e-02  4.693382682691793484e-02
149 1491 2.125216e-02 1.341613e+01  4.506751242940153918e-02  4.507244378838823340e-02  4.575136505152427313e-02  4.653096592737979847e-02
150 1501 2.242683e-02 1.373828e+01  4.498666766681727602e-02  4.498666766681727602e-02  4.660790315519872801e-02  5.042639824532186427e-02
151 1511 2.420307e-02 1.459216e+01  4.465792042923699690e-02  4.465792042923699690e-02  4.580845622471277356e-02  4.896756626928278067e-02
152 1521 2.602525e-02 1.500224e+01  4.465792042923699690e-02  4.478002132130919077e-02  4.570469638180316152e-02  4.822689382441430750e-02
153 1531 2.874630e-02 1.492361e+01  4.465792042923699690e-02  4.513669438981874477e-02  4.611508306920290151e-02  4.914163001037698264e-02
154 1541 2.862900e-02 1.495444e+01  4.465792042923699690e-02  4.504149144254413623e-02  4.604651782581187930e-02  4.733201214082178448e-02
155 1551 2.926333e-02 1.493020e+01  4.465792042923699690e-02  4.504889593692527200e-02  4.564436150523232261e-02  4.694621815292331773e-02
156 1561 2.805564e-02 1.506313e+01  4.457688426257080949e-02  4.457688426257080949e-02  4.558576677059242299e-02  4.816097265424360008e-02
157 1571 2.873201e-02 1.504466e+01  4.450000992280699064e-02  4.450000992280699064e-02  4.581844673395151640e-02  4.986836399219971711e-02
158 1581 2.564240e-02 1.523000e+01  4.450000992280699064e-02  4.495069738484438332e-02  4.593927322241590783e-02  4.851724333355718344e-02
159 1591 2.385486e-02 1.532135e+01  4.438552261969262031e-02  4.438552261969262031e-02  4.522809494214499737e-02  4.779855551879812203e-02
160 1601 2.323561e-02 1.531443e+01  4.438552261969262031e-02  4.452979376956360535e-02  4.491260647162350489e-02  4.627762623359204380e-02
161 1611 2.299292e-02 1.536026e+01  4.438552261969262031e-02  4.452586442730238625e-02  4.512692059547435131e-02  4.607827182673809169e-02
162 1621 2.375578e-02 1.546598e+01  4.438552261969262031e-02  4.472707922689534571e-02  4.502135809037879910e-02  4.606032001418404465e-02
163 1631 2.158420e-02 1.550330e+01  4.438552261969262031e-02  4.486328707463606291e-02  4.524830831721514401e-02  4.608300432289965526e-02
164 1641 1.981727e-02 1.551254e+01  4.438552261969262031e-02  4.474963571193616568e-02  4.513583269229477779e-02  4.665339056012095947e-02
165 1651 1.903339e-02 1.556318e+01  4.438552261969262031e-02  4.479252499178433544e-02  4.556708943305486093e-02  4.602757539591072200e-02
166 1661 1.717723e-02 1.560664e+01  4.438552261969262031e-02  4.457946363629584213e-02  4.548382101858624432e-02  4.791814421121555478e-02
167 1671 1.639070e-02 1.546950e+01  4.438552261969262031e-02  4.465159128613676448e-02  4.518456910480445760e-02  4.582061324090452858e-02
168 1681 1.573390e-02 1.553702e+01  4.438552261969262031e-02  4.455334650692416992e-02  4.481042316891895028e-02  4.571768011529905862e-02
169 1691 1.556400e-02 1.526743e+01  4.438552261969262031e-02  4.458964808649863720e-02  4.499142279544908474e-02  4.567006050803713857e-02
170 1701 1.504085e-02 1.514615e+01  4.438552261969262031e-02  4.448529349569716601e-02  4.481980383343889263e-02  4.521599088822469276e-02
171 1711 1.477260e-02 1.463263e+01  4.438552261969262031e-02  4.449284289819438465e-02  4.482894814637731346e-02  4.509600882018868773e-02
172 1721 1.518260e-02 1.456872e+01  4.438552261969262031e-02  4.446779993939763143e-02  4.476649600420917058e-02  4.553185114417292872e-02
173 1731 1.482650e-02 1.450188e+01  4.438552261969262031e-02  4.440204596472865917e-02  4.468119070195059050e-02  4.510729303019927333e-02
174 1741 1.328740e-02 1.448041e+01  4.438552261969262031e-02  4.442360168525587294e-02  4.482035825917735777e-02  4.572519635448310527e-02
175 1751 1.212041e-02 1.460038e+01  4.429801601759104229e-02  4.429801601759104229e-02  4.459210244130586143e-02  4.533041649541656032e-02
176 1761 1.141864e-02 1.457151e+01  4.423842788283925687e-02  4.423842788283925687e-02  4.445271872649872447e-02  4.459925749458418243e-02
177 1771 1.036032e-02 1.448784e+01  4.423842788283925687e-02  4.424783680751863402e-02  4.435284796692572779e-02  4.460199748924942309e-02
178 1781 9.315406e-03 1.449111e+01  4.423842788283925687e-02  4.423898078754925217e-02  4.434478580428309613e-02  4.458830962756472199e-02
179 1791 8.386033e-03 1.436613e+01  4.423842788283925687e-02  4.425810247740133430e-02  4.439653757353514973e-02  4.465864038925022178e-02
180 1801 7.852003e-03 1.438699e+01  4.423842788283925687e-02  4.425340854028753795e-02  4.439453662571039155e-02  4.452751197217441614e-02
181 1811 7.330533e-03 1.438773e+01  4.423842788283925687e-02  4.424591854867816754e-02  4.435191108026725199e-02  4.443808725089780365e-02
182 1821 6.759865e-03 1.428499e+01  4.423842788283925687e-02  4.430382041861367914e-02  4.435751656920354502e-02  4.450534241732745366e-02
183 1831 6.141516e-03 1.430088e+01  4.423842788283925687e-02  4.430626620184260206e-02  4.434084129883408831e-02  4.454295131597774127e-02
184 1841 6.448637e-03 1.434592e+01  4.422442977432614053e-02  4.422442977432614053e-02  4.432081126324692588e-02  4.440721058844120106e-02
185 1851 6.233565e-03 1.423020e+01  4.422255863526010355e-02  4.422255863526010355e-02  4.427985156764802782e-02  4.453245613505306399e-02
186 1861 5.832975e-03 1.403141e+01  4.422255863526010355e-02  4.424960594982860207e-02  4.427923082905856067e-02  4.446350256681919078e-02
187 1871 5.388455e-03 1.373508e+01  4.421644785375603015e-02  4.421644785375603015e-02  4.427389320788341354e-02  4.441535063702916480e-02
188 1881 5.438680e-03 1.355481e+01  4.420482493677824198e-02  4.420482493677824198e-02  4.430787752589934736e-02  4.442500546526453875e-02
189 1891 4.873987e-03 1.348605e+01  4.420482493677824198e-02  4.422644126177412149e-02  4.428113038084866004e-02  4.460186122944188175e-02
190 1901 4.429749e-03 1.338433e+01  4.420482493677824198e-02  4.420995085706717204e-02  4.424513908644069071e-02  4.433629961870716452e-02
191 1911 3.991178e-03 1.328955e+01  4.420482493677824198e-02  4.423430787665912078e-02  4.424800801745710360e-02  4.430368664935850631e-02
192 1921 3.861357e-03 1.326509e+01  4.420482493677824198e-02  4.422212699019147097e-02  4.426325441244098602e-02  4.435206371094667366e-02
193 1931 4.064456e-03 1.331618e+01  4.420482493677824198e-02  4.421021084248555333e-02  4.425077169584928222e-02  4.429937906925209001e-02
194 1941 3.946915e-03 1.332978e+01  4.418593086616224436e-02  4.418593086616224436e-02  4.422951366683863100e-02  4.428871568153960880e-02
195 1951 3.581096e-03 1.328618e+01  4.418593086616224436e-02  4.419291475739166308e-02  4.422408101079919329e-02  4.424977793069572590e-02
196 1961 3.040161e-03 1.333321e+01  4.418593086616224436e-02  4.420013892617232626e-02  4.422171202923828870e-02  4.425017658653812580e-02
197 1971 2.901636e-03 1.352988e+01  4.418593086616224436e-02  4.419300814146427669e-02  4.420239184661699239e-02  4.425339145330636770e-02
198 1981 2.579205e-03 1.337785e+01  4.418593086616224436e-02  4.419164194437429083e-02  4.420020403339244841e-02  4.422417760008327814e-02
199 1991 2.296102e-03 1.334718e+01  4.418593086616224436e-02  4.418729158107038979e-02  4.420316311712849111e-02  4.424273008225652198e-02
200 2001 2.211252e-03 1.322447e+01  4.418593086616224436e-02  4.418746823323219108e-02  4.419996870642201731e-02  4.421060287936545707e-02
201 2011 2.122362e-03 1.318245e+01  4.418528643248843812e-02  4.418528643248843812e-02  4.419366380561999541e-02  4.422587552533054078e-02
202 2021 1.986322e-03 1.317157e+01  4.418336614140738750e-02  4.418336614140738750e-02  4.419239555347282550e-02  4.420441794003552444e-02
203 2031 1.949012e-03 1.311979e+01  4.418336614140738750e-02  4.418760642233119512e-02  4.420101091244516001e-02  4.421376073500838527e-02
204 2041 1.839099e-03 1.259350e+01  4.418336614140738750e-02  4.418520273335034554e-02  4.420002032937363212e-02  4.421707808126450895e-02
205 2051 1.783193e-03 1.258209e+01  4.418336614140738750e-02  4.419059207376258014e-02  4.419904919883309302e-02  4.420869165168310466e-02
206 2061 1.744791e-03 1.237974e+01  4.418336614140738750e-02  4.419161449103974765e-02  4.419458228951067547e-02  4.421553437304181350e-02
207 2071 1.704144e-03 1.246518e+01  4.418336614140738750e-02  4.419124073732627611e-02  4.419798526383237475e-02  4.421768846128949770e-02
208 2081 1.695183e-03 1.247842e+01  4.418336614140738750e-02  4.418955135293725633e-02  4.419212334975188006e-02  4.421212197418605827e-02
209 2091 1.745327e-03 1.246626e+01  4.418336614140738750e-02  4.418457613356609193e-02  4.419285141203779105e-02  4.421805084101676497e-02
210 2101 1.683244e-03 1.242819e+01  4.418336614140738750e-02  4.418756985735752818e-02  4.419206430110868278e-02  4.420355692058480779e-02
211 2111 1.724476e-03 1.246536e+01  4.418336614140738750e-02  4.418746805732322314e-02  4.419169430220819261e-02  4.421011806134132749e-02
212 2121 1.655134e-03 1.236045e+01  4.418336614140738750e-02  4.418931892391009947e-02  4.419742292089594293e-02  4.421830161209504284e-02
213 2131 1.664427e-03 1.226646e+01  4.418336614140738750e-02  4.418649516269886751e-02  4.419153000232770023e-02  4.421745526375998880e-02
214 2141 1.707101e-03 1.230620e+01  4.418336614140738750e-02  4.418364047743900819e-02  4.419369929425173704e-02  4.420709910775903057e-02
215 2151 1.715431e-03 1.204064e+01  4.418336614140738750e-02  4.418520776086263396e-02  4.418707440874516251e-02  4.419682862914230820e-02
216 2161 1.692097e-03 1.203601e+01  4.418309580919342616e-02  4.418309580919342616e-02  4.418799747386513432e-02  4.420647828752891778e-02
217 2171 1.761686e-03 1.199406e+01  4.417962513079939924e-02  4.417962513079939924e-02  4.418634301345304716e-02  4.420070475017687933e-02
218 2181 1.739891e-03 1.160817e+01  4.417962513079939924e-02  4.418191908553779218e-02  4.418457563246974001e-02  4.419822453493248149e-02
219 2191 1.761346e-03 1.159965e+01  4.417962513079939924e-02  4.418047854416957965e-02  4.418634698675878020e-02  4.420475652584975046e-02
220 2201 1.661908e-03 1.152618e+01  4.417953439199213267e-02  4.417953439199213267e-02  4.418407048674694027e-02  4.419586216169665849e-02
221 2211 1.587209e-03 1.143618e+01  4.417715877890970866e-02  4.417715877890970866e-02  4.418379335295938987e-02  4.419960848042144702e-02
222 2221 1.691535e-03 1.099631e+01  4.417522868807195746e-02  4.417522868807195746e-02  4.418117149822740897e-02  4.419385645756773034e-02
223 2231 1.727342e-03 1.074686e+01  4.417427098875259528e-02  4.417427098875259528e-02  4.418277710020423327e-02  4.419607928128317653e-02
224 2241 1.811604e-03 1.054019e+01  4.417139852913401499e-02  4.417139852913401499e-02  4.417686438029570783e-02  4.418900147847439064e-02
225 2251 1.823994e-03 1.082861e+01  4.416857818901140376e-02  4.416857818901140376e-02  4.417766775445323285e-02  4.419058405801098988e-02
226 2261 1.831454e-03 1.125259e+01  4.416857818901140376e-02  4.417031136569134903e-02  4.417822339712295515e-02  4.419318757239080325e-02
227 2271 1.908848e-03 1.128406e+01  4.416857818901140376e-02  4.417069362111478853e-02  4.417673138869825100e-02  4.418453882500536500e-02
228 2281 2.114753e-03 1.266741e+01  4.416767644607507565e-02  4.416767644607507565e-02  4.417018539542492267e-02  4.418874606097709934e-02
229 2291 2.142262e-03 1.289109e+01  4.416018655324778497e-02  4.416018655324778497e-02  4.417965017836411601e-02  4.419566206151817611e-02
230 2301 2.178723e-03 1.307349e+01  4.416018655324778497e-02  4.416039159841013417e-02  4.416980461460843360e-02  4.417643121804789436e-02
231 2311 2.412737e-03 1.330791e+01  4.416018655324778497e-02  4.416035183051032764e-02  4.416830134085061865e-02  4.417637807226838104e-02
232 2321 2.743897e-03 1.405264e+01  4.415495902007454676e-02  4.415495902007454676e-02  4.416760815166440035e-02  4.420563761854006540e-02
233 2331 3.108212e-03 1.538015e+01  4.414892564171130074e-02  4.414892564171130074e-02  4.416217177926101689e-02  4.419567310894446932e-02
234 2341 3.800931e-03 1.634046e+01  4.414496598140125322e-02  4.414496598140125322e-02  4.415539269359257391e-02  4.420042812131783766e-02
235 2351 4.328002e-03 1.705488e+01  4.414093705467942580e-02  4.414093705467942580e-02  4.416774974898930728e-02  4.419208318182545753e-02
236 2361 5.464775e-03 1.784316e+01  4.412567297556944240e-02  4.412567297556944240e-02  4.414824584894144754e-02  4.416636080498474726e-02
237 2371 5.831144e-03 1.792882e+01  4.412567297556944240e-02  4.413487323862678308e-02  4.416018829086258701e-02  4.424283566441422622e-02
238 2381 6.816329e-03 1.812868e+01  4.412567297556944240e-02  4.412823431473573976e-02  4.417255556531562988e-02  4.421696031247872305e-02
239 2391 7.595049e-03 1.864783e+01  4.410230010675730145e-02  4.410230010675730145e-02  4.414765219969008642e-02  4.420990386842423708e-02
240 2401 7.966422e-03 1.974575e+01  4.409629359074949961e-02  4.409629359074949961e-02  4.416611631394515292e-02  4.427927944986867481e-02
241 2411 7.739211e-03 1.994909e+01  4.409629359074949961e-02  4.410802532458307779e-02  4.415270215606666160e-02  4.427181332656362350e-02
242 2421 8.079860e-03 2.108150e+01  4.409514907115934246e-02  4.409514907115934246e-02  4.413133991596331074e-02  4.428215949583635958e-02
243 2431 9.000414e-03 2.274944e+01  4.408896439295705710e-02  4.408896439295705710e-02  4.411932233480535953e-02  4.418188643208944416e-02
244 2441 9.803460e-03 2.533479e+01  4.405016748211885991e-02  4.405016748211885991e-02  4.414012101684482159e-02  4.420003264847577329e-02
245 2451 9.954369e-03 2.593240e+01  4.405016748211885991e-02  4.406129545810719139e-02  4.412328272655936801e-02  4.423115637337991096e-02
246 2461 9.365499e-03 2.613609e+01  4.405016748211885991e-02  4.406665745044823640e-02  4.413211560381455345e-02  4.426725495430076929e-02
247 2471 8.750915e-03 2.591556e+01  4.405016748211885991e-02  4.408899094238194483e-02  4.414496387449732412e-02  4.421541062790527998e-02
248 2481 8.787117e-03 2.663610e+01  4.405016748211885991e-02  4.407419372455462225e-02  4.412432956972422993e-02  4.425494218656574746e-02
249 2491 9.073440e-03 2.769493e+01  4.403913912549846377e-02  4.403913912549846377e-02  4.409177912098926483e-02  4.417920775936180766e-02
250 2501 8.818608e-03 2.798430e+01  4.403216112250828151e-02  4.403216112250828151e-02  4.409574603687382854e-02  4.411857373245657576e-02
251 2511 8.882892e-03 2.891980e+01  4.399624691690053740e-02  4.399624691690053740e-02  4.404666301834832959e-02  4.414341366936387623e-02
252 2521 9.185792e-03 2.998145e+01  4.396508327873513422e-02  4.396508327873513422e-02  4.405411890096573579e-02  4.413669589505106461e-02
253 2531 9.764125e-03 3.048209e+01  4.396508327873513422e-02  4.397283899534121243e-02  4.404889673266806915e-02  4.421685673616163048e-02
254 2541 9.752983e-03 3.194181e+01  4.396508327873513422e-02  4.397745152417881220e-02  4.407201014398779565e-02  4.418879499314563863e-02
255 2551 1.045523e-02 3.353747e+01  4.396508327873513422e-02  4.397503557544194669e-02  4.400552350045675021e-02  4.411887828023915159e-02
256 2561 1.115912e-02 3.522359e+01  4.396508327873513422e-02  4.398126418127394632e-02  4.402219513812047347e-02  4.413946583169438970e-02
257 2571 1.133199e-02 3.700658e+01  4.389844989125715746e-02  4.389844989125715746e-02  4.403510159155477055e-02  4.416396448995631857e-02
258 2581 1.257958e-02 4.143514e+01  4.389844989125715746e-02  4.394153238573147990e-02  4.399669862458287228e-02  4.417342614642986998e-02
259 2591 1.444545e-02 4.712767e+01  4.368749252584234327e-02  4.368749252584234327e-02  4.398337558131642372e-02  4.418935580485528619e-02
260 2601 1.568106e-02 4.881136e+01  4.368749252584234327e-02  4.375631996723170630e-02  4.388984623194678442e-02  4.412207735559948996e-02
261 2611 1.512175e-02 4.997617e+01  4.368749252584234327e-02  4.373796467438630098e-02  4.389932833753928954e-02  4.434827481303257185e-02
262 2621 1.348780e-02 5.029566e+01  4.368749252584234327e-02  4.371584907234865591e-02  4.383607862798049454e-02  4.401842717654888548e-02
263 2631 1.367339e-02 5.521709e+01  4.362556547854452849e-02  4.362556547854452849e-02  4.375772134651563505e-02  4.397156709103131056e-02
264 2641 1.395043e-02 5.510888e+01  4.362556547854452849e-02  4.365085980199944621e-02  4.383222957401182451e-02  4.401255866560027652e-02
265 2651 1.480833e-02 5.520240e+01  4.362556547854452849e-02  4.367385457920224673e-02  4.388899296250547977e-02  4.404601274407818345e-02
266 2661 1.398315e-02 5.623101e+01  4.357426397076855085e-02  4.357426397076855085e-02  4.378239768047785530e-02  4.410200506910418039e-02
267 2671 1.304480e-02 5.577062e+01  4.357426397076855085e-02  4.360233005510527615e-02  4.373378913166896254e-02  4.399897596636660746e-02
268 2681 1.218801e-02 5.596609e+01  4.356196511819793171e-02  4.356196511819793171e-02  4.367476502575948910e-02  4.389111964666297244e-02
269 2691 1.123673e-02 5.605370e+01  4.356196511819793171e-02  4.356485294101403866e-02  4.369119035977921117e-02  4.382270382414831661e-02
270 2701 1.092461e-02 5.583571e+01  4.356196511819793171e-02  4.361363703017494958e-02  4.370428634286439851e-02  4.397263921075167392e-02
271 2711 1.065371e-02 5.619009e+01  4.356196511819793171e-02  4.357233318032985303e-02  4.374310661452911891e-02  4.397171826986225052e-02
272 2721 1.082084e-02 6.054069e+01  4.354043602215394021e-02  4.354043602215394021e-02  4.362317549538613504e-02  4.380919338881480302e-02
273 2731 1.068705e-02 6.270926e+01  4.353848442181105366e-02  4.353848442181105366e-02  4.364294780144860331e-02  4.374126739008511733e-02
274 2741 1.172880e-02 6.905173e+01  4.343687988363426761e-02  4.343687988363426761e-02  4.357383848712775842e-02  4.387253929069627467e-02
275 2751 1.244992e-02 6.956280e+01  4.343687988363426761e-02  4.344789303052162127e-02  4.354438046903099518e-02  4.376077566857070750e-02
276 2761 1.297843e-02 7.133976e+01  4.343003216628688740e-02  4.343003216628688740e-02  4.356430360851006045e-02  4.369474117164093979e-02
277 2771 1.425112e-02 7.558137e+01  4.342790873862600182e-02  4.342790873862600182e-02  4.353725426740229915e-02  4.375240164571913420e-02
278 2781 1.500763e-02 8.075606e+01  4.340041852384605298e-02  4.340041852384605298e-02  4.355122502543311985e-02  4.371097370537393306e-02
279 2791 1.472603e-02 8.277614e+01  4.334487803547345391e-02  4.334487803547345391e-02  4.349286344193538378e-02  4.361621209818726530e-02
280 2801 1.615950e-02 8.782377e+01  4.325081537891128924e-02  4.325081537891128924e-02  4.348342416048468773e-02  4.358928863513647500e-02
281 2811 1.653825e-02 8.993164e+01  4.321231646714719654e-02  4.321231646714719654e-02  4.349217229960934683e-02  4.364305757220949405e-02
