79 791 6.294402e-02 0 0 3.269519e-02 9.371264e-02 4.569603e-02 4.978617e-02 4.782717e-02 5.591585e-02 2.614746e-02 3.919250e-02 2.089996e-02 
80 801 6.548126e-02 0 0 3.407100e-02 9.621075e-02 4.760649e-02 5.097463e-02 4.919670e-02 5.846942e-02 2.676357e-02 4.007323e-02 2.208832e-02 
81 811 6.110724e-02 0 0 3.134099e-02 8.934463e-02 4.372430e-02 4.707700e-02 4.583511e-02 5.450747e-02 2.454682e-02 3.744738e-02 2.026866e-02 
82 821 5.608944e-02 0 0 2.826391e-02 8.053441e-02 3.954454e-02 4.282963e-02 4.145340e-02 4.955315e-02 2.291825e-02 3.423263e-02 1.841182e-02 
83 831 5.293864e-02 0 0 2.644190e-02 7.563924e-02 3.687527e-02 3.997943e-02 4.084838e-02 4.652784e-02 2.127013e-02 3.276347e-02 1.704016e-02 
84 841 4.923197e-02 0 0 2.434579e-02 6.980983e-02 3.366855e-02 3.665218e-02 3.749195e-02 4.305269e-02 1.970780e-02 3.026909e-02 1.552976e-02 
85 851 4.672065e-02 0 0 2.315861e-02 6.577143e-02 3.186406e-02 3.413457e-02 3.509608e-02 4.087619e-02 1.847769e-02 2.849353e-02 1.442958e-02 
86 861 4.790704e-02 0 0 2.362985e-02 6.675738e-02 3.238981e-02 3.427092e-02 3.601807e-02 4.319374e-02 1.867016e-02 2.936735e-02 1.449701e-02 
87 871 4.268644e-02 0 0 2.092250e-02 5.888307e-02 2.842808e-02 3.003616e-02 3.155884e-02 3.816138e-02 1.646921e-02 2.582257e-02 1.266527e-02 
88 881 4.296211e-02 0 0 2.094156e-02 5.813419e-02 2.831577e-02 3.088194e-02 3.163853e-02 3.884139e-02 1.628476e-02 2.582281e-02 1.249186e-02 
89 891 4.153049e-02 0 0 2.006400e-02 5.516801e-02 2.721176e-02 3.085439e-02 3.031412e-02 3.740924e-02 1.548434e-02 2.481771e-02 1.192248e-02 
90 901 3.911511e-02 0 0 1.881438e-02 5.131766e-02 2.571883e-02 2.905885e-02 2.807316e-02 3.492037e-02 1.446418e-02 2.340303e-02 1.105324e-02 
91 911 3.467886e-02 0 0 1.645153e-02 4.483713e-02 2.267234e-02 2.531790e-02 2.468558e-02 3.042294e-02 1.259035e-02 2.068041e-02 9.612417e-03 
92 921 3.297487e-02 0 0 1.555717e-02 4.199313e-02 2.134114e-02 2.439131e-02 2.312002e-02 2.858454e-02 1.175659e-02 1.985667e-02 8.978402e-03 
93 931 3.451839e-02 0 0 1.652824e-02 4.477778e-02 2.218752e-02 2.661087e-02 2.381409e-02 3.109217e-02 1.213737e-02 2.079934e-02 9.222841e-03 
94 941 3.613732e-02 0 0 1.719095e-02 4.618020e-02 2.318007e-02 2.762855e-02 2.498236e-02 3.335805e-02 1.251508e-02 2.243407e-02 9.474071e-03 
95 951 3.379450e-02 0 0 1.584247e-02 4.310191e-02 2.127566e-02 2.558594e-02 2.327543e-02 3.099927e-02 1.153699e-02 2.087458e-02 8.719606e-03 
96 961 3.325066e-02 0 0 1.548000e-02 4.210436e-02 2.079857e-02 2.490765e-02 2.261931e-02 3.309379e-02 1.116495e-02 2.077882e-02 8.425113e-03 
97 971 3.235858e-02 0 0 1.493613e-02 4.026479e-02 2.006086e-02 2.495534e-02 2.181093e-02 3.205435e-02 1.084385e-02 1.995059e-02 8.121362e-03 
98 981 2.857410e-02 0 0 1.296802e-02 3.508856e-02 1.765440e-02 2.172959e-02 1.917525e-02 2.793085e-02 9.501803e-03 1.731021e-02 7.060598e-03 
99 991 2.748067e-02 0 0 1.228111e-02 3.370146e-02 1.749048e-02 2.059295e-02 1.907210e-02 2.683698e-02 9.123779e-03 1.670732e-02 6.695988e-03 
100 1001 2.559980e-02 0 0 1.142090e-02 3.102200e-02 1.615554e-02 1.923163e-02 1.767127e-02 2.472082e-02 8.610463e-03 1.540954e-02 6.143474e-03 
101 1011 2.612020e-02 0 0 1.153219e-02 3.139842e-02 1.698994e-02 2.014443e-02 1.787201e-02 2.493378e-02 8.675192e-03 1.544015e-02 6.148108e-03 
102 1021 2.606441e-02 0 0 1.127510e-02 3.095093e-02 1.686206e-02 1.992181e-02 1.755949e-02 2.486056e-02 8.643837e-03 1.526445e-02 6.023148e-03 
103 1031 2.608917e-02 0 0 1.108263e-02 3.093467e-02 1.664294e-02 2.048960e-02 1.734209e-02 2.465098e-02 8.542379e-03 1.512370e-02 5.930754e-03 
