79 791 6.294402e-02 1.650107e+00 3.218782e-01 3.218782e-01 3.917587e-01 4.779069e-01 5.144620e-01 5.684547e-01 6.239552e-01 7.554797e-01 9.591050e-01 1.650107e+00 
80 801 6.548126e-02 1.635227e+00 3.286309e-01 3.286309e-01 3.856095e-01 4.767903e-01 5.128391e-01 5.611677e-01 6.175220e-01 7.423044e-01 9.554978e-01 1.635227e+00 
81 811 6.110724e-02 1.629591e+00 3.232326e-01 3.232326e-01 3.791256e-01 4.692203e-01 5.048101e-01 5.653701e-01 6.140583e-01 7.277472e-01 9.520319e-01 1.629591e+00 
82 821 5.608944e-02 1.600621e+00 3.188168e-01 3.188168e-01 3.846440e-01 4.600731e-01 4.997224e-01 5.609019e-01 6.033191e-01 7.148546e-01 9.523514e-01 1.600621e+00 
83 831 5.293864e-02 1.605352e+00 3.129309e-01 3.129309e-01 3.847529e-01 4.541135e-01 4.953118e-01 5.627013e-01 6.078422e-01 7.057566e-01 9.505717e-01 1.605352e+00 
84 841 4.923197e-02 1.592768e+00 3.065428e-01 3.065428e-01 3.815331e-01 4.474421e-01 4.894138e-01 5.610006e-01 6.056812e-01 6.964012e-01 9.363969e-01 1.592768e+00 
85 851 4.672065e-02 1.575383e+00 3.002329e-01 3.002329e-01 3.797829e-01 4.410688e-01 4.817805e-01 5.580401e-01 6.084263e-01 7.048525e-01 9.266284e-01 1.575383e+00 
86 861 4.790704e-02 1.557071e+00 2.943922e-01 2.943922e-01 3.773378e-01 4.425124e-01 4.766739e-01 5.508978e-01 6.225615e-01 7.073504e-01 9.398627e-01 1.557071e+00 
87 871 4.268644e-02 1.540153e+00 2.888688e-01 2.888688e-01 3.731286e-01 4.399203e-01 4.679807e-01 5.407358e-01 6.149388e-01 7.010512e-01 9.279401e-01 1.540153e+00 
88 881 4.296211e-02 1.513234e+00 2.829332e-01 2.829332e-01 3.675154e-01 4.319795e-01 4.704086e-01 5.386061e-01 6.271636e-01 7.271494e-01 9.186080e-01 1.513234e+00 
89 891 4.153049e-02 1.484157e+00 2.802377e-01 2.802377e-01 3.619573e-01 4.311298e-01 4.631275e-01 5.293446e-01 6.215459e-01 7.562007e-01 9.224675e-01 1.484157e+00 
90 901 3.911511e-02 1.463174e+00 2.773845e-01 2.773845e-01 3.576206e-01 4.341747e-01 4.557202e-01 5.243912e-01 6.156007e-01 7.555158e-01 9.256815e-01 1.463174e+00 
91 911 3.467886e-02 1.444457e+00 2.721106e-01 2.721106e-01 3.516253e-01 4.270000e-01 4.524369e-01 5.174620e-01 6.080675e-01 7.429247e-01 9.149293e-01 1.444457e+00 
92 921 3.297487e-02 1.421448e+00 2.675877e-01 2.675877e-01 3.462938e-01 4.243479e-01 4.525284e-01 5.194759e-01 6.023434e-01 7.423194e-01 9.146989e-01 1.421448e+00 
93 931 3.451839e-02 1.433722e+00 2.624046e-01 2.624046e-01 3.401006e-01 4.198037e-01 4.539615e-01 5.134040e-01 5.935949e-01 7.383585e-01 9.906550e-01 1.433722e+00 
94 941 3.613732e-02 1.412469e+00 2.573046e-01 2.573046e-01 3.351149e-01 4.127598e-01 4.664602e-01 5.229718e-01 5.959256e-01 7.394802e-01 1.011148e+00 1.412469e+00 
95 951 3.379450e-02 1.411286e+00 2.532162e-01 2.532162e-01 3.310297e-01 4.059880e-01 4.596344e-01 5.193946e-01 5.889722e-01 7.291787e-01 1.003268e+00 1.411286e+00 
96 961 3.325066e-02 1.396801e+00 2.491778e-01 2.491778e-01 3.252963e-01 4.022131e-01 4.523840e-01 5.174598e-01 5.819767e-01 7.328436e-01 1.079114e+00 1.396801e+00 
